accessno,acqvalue,appnotes,appraisor,authorx,callno,caption,catby,catdate,classes,collection,conddate,condexam,condition,condnotes,controlno,copyno,creator,credit,curvalmax,curvalue,dataset,date,descrip,dispvalue,earlydate,edition,event,exhibitno,exhlabel1,exhlabel2,exhlabel3,exhlabel4,exhstart,flagdate,flagnotes,flagreason,gparent,homeloc,imageno,inscomp,insdate,insphone,inspremium,insrep,insvalue,invnby,invndate,isbn,issn,language,latdeg,latedate,lccn,legal,loancond,loandue,loaninno,loanno,locfield1,locfield2,locfield3,locfield4,locfield5,locfield6,longdeg,maintcycle,maintdate,maintnote,notes,objectid,objname,objname2,objname3,objnames,oldno,otherno,parent,people,physdesc,policyno,provenance,publisher,pubnotes,pubplace,recas,recdate,recfrom,relnotes,series,seriesx,site,siteno,sitesadded,spinelbl,status,statusby,statusdate,sterms,subjects,tempauthor,tempby,tempdate,temploc,tempnotes,tempreason,tempuntil,title,titlex,tlocfield1,tlocfield2,tlocfield3,tlocfield4,tlocfield5,tlocfield6,udf1,udf10,udf11,udf12,udf13,udf14,udf15,udf16,udf17,udf18,udf19,udf2,udf20,udf21,udf22,udf3,udf4,udf5,udf6,udf7,udf8,udf9,updated,updatedby,valuedate,webinclude,webrights,ppid
2017.1,0.00,,,,,,"Wojahn, Linda",2017-05-02,"Communication Artifact
Documentary Artifact",Roseau County Historical Society,2017-05-02,"Wojahn, Linda",Good,,,0,Many Volunteers,,0.00,0.00,,1981,"2 paperback books titled ""Pioneers and Progress"", Badger, Minnesota 1906-1981. Story of Badger, Minnesota past & present. 186 pages.",,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 1,Shelf-1",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-05-02,,,2017.1.171,Book,,,,,,Documentary Artifact,Roseau County Historical Society,"8.5"" x 11"" greens & white paperback",,,Badger Enterprise,,"Badger Enterprise, Badger, MN",Donation,,Unknown,,,,,,,,OK,"Wojahn, Linda",2017-05-02,"book
pioneers
progress
Badger
Minnesota
1906
1981
history","book
pioneers
progress
Badger
Minnesota
1906
1981
history",,,,,,,,"Pioneers and Progress
Badger, Minnesota 1906-1981",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2019-12-10T15:49:58,Unknown,,false,,306A9506-31BE-42A2-9E22-910728350700
2012.1,0.00,,,,,,"Swanson, Edie",2017-05-09,"Communication Artifact
Documentary Artifact",Joseph & Marie Budd,2017-05-09,"Swanson, Edie",Fair,,,0,Elsie M. Smith,,0.00,0.00,,1922,"A olive green colored hardcover lesson book for nurses. On the inside of cover; Marie Budd's name is written and on the inside of back cover it is written, Mrs. Budd. The book offers teaching hints that are helpful for nursing students.  Inside the book is a pressed four-leaf clover. ",,0,second,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 5, Shelf -2",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-05-09,,,2012.1.116,"Book, Lesson",,,,,,Documentary Artifact,"Budd, Joseph & Marie","olive green colored hard cover
7"" x 4.25""",,,C.V.Mosby Co,,St.Louis,Donation,01/04/2012,Unknown,,,,,,,,OK,"Swanson, Edie",2017-05-09,"book
lesson
nursing","book
lesson
nursing",,,,,,,,"Solutions in Ten Lessons
A Text Book For Nurses",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2023-01-31T11:46:11,Unknown,,false,,AA5E453F-4337-4E65-9A8B-151455516231
2017.23,0.00,,,,,,"Wojahn, Linda",2017-06-12,"Communication Artifact
Documentary Artifact",RCHS,2017-06-12,"Wojahn, Linda",Good,,,1,Michael Meuers,,0.00,0.00,,2016,"Road to Ponemah: The Teachings of Larry Stillday
by Michael Meuers

Stillday was a well-known spiritual leader, healer and teacher from Red Lake Nation who touched many Ojibwe people in northern Minnesota. His words and teachings not only impacted the Native population, but people from all walks of life. He inspired thousands with his teachings about living in harmony, not only with each other, but also with nature. He passed on in May 2014, but his message survives. 
Meuers was given a spirit name by Stillday (Biidaanakwad Izhinikaazo - Gathering Cloud is His Name). He has worked in public relations for the Red Lake Band of Chippewa Indians for more than twenty years, and during this time he spearheaded the Ojibwe Language project in Bemidji, MN, which was recently recognized by National Geographic for: ... support in sustaining and enhancing the unique geographic character of the region... 
Having just finished reading, I am proud to call you my brother and found it to be absolutely awesome, heart-warming, informative, and touches ones heart in a very special way. ~Eugene Bugger McArthur, former Chairman of White Earth Nation 
https://www.goodreads.com/book/show/33636390-road-to-ponemah

Meuers lives with his wife, three cats, and a dog on a four-acre peninsula overlooking the Mississippi River just after it leaves Lake Bemidji. They have two adult daughters and two Grandchildren. He grew up in the Twin Cities moving to Minnesota's Great North Woods in his early 30's. He first lived near Northome, MN where he built a house having more time than money. A few years later he had the house moved 55 miles to it's current location on the Mississippi River near Bemidji, MN.

He worked for a local public television afiliate before taking a job with the Red Lake Band of Chippewa Indians. He has worked as a public relations person with the Band for 22 years taking photos and writing storiesabout the Red Lake Band.

He has worked in a varity of ways to help bridge Indian and Non-Indian culture of north central Minnesota, by encouraging learning, the celebration of diversity, and to open a dialog that would begin this conversation.

He spearheaded Bemidji's Ojibwe Language Project. Nearly 200 businesses and organizations withing a hundred miles of Bemidji post a variety of common signage in both English and Ojibwe through his efforts.

meuers recieved a Spirit (Indian) name in a ceremony conducted by the book's subject, Larry Stillday, in the summer of 2013. Biidaanakwad Izhinikaazo. (Gathering Cloud is His Name).

Meuers operates a blog, titled: Indian Country, Through the Eyes of an Irishman. You can find it here: http://omakakii.blogspot.com/
",Good,0,,,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Case 4, Shelf-1",2,,,,,,0.00,,,-13: 9780996309479,,,0,0,2016959900,,,,,0,,,,,,,0,,2017-06-12,,"
",2017.23.1,book,,,,,,Documentary Artifact,"Roseau County Historical Society
Meuers, Michael","paperback 
6"" x 9""",,,Riverfeet Press,,"Bemidji, MN; Livingston, MT",Donation,06/12/2017,"Meuers, Michael",,,,,,,,OK,"Wojahn, Linda",2017-06-12,"book
road
Ponemah
Bemidji
Minnesota
north 
central
great
woods
Chippewa
Ojibiwe
Indians
language
project
Larry
Stillday
teachings
Mississippi
river","book
road
Ponemah
Bemidji
Minnesota
north 
central
great
woods
Chippewa
Ojibiwe
Indians
language
project
Larry
Stillday
teachings
Mississippi
river",,,,,,,,"Road To Ponemah
The Teachings of Larry Stillday",,,,,,,,and certain other laws,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-28T16:14:18,Unknown,,false,,D78C5C0E-5B35-4AF3-9472-268032290134
2017.38,0.00,,,,,,"Swanson, Edie",2017-09-08,"Communication Artifact
Documentary Arrtifact",Dale & Elaine Billberg,2017-09-08,"Swanson, Edie",Fair,,,0,A.R. Harding,,0.00,0.00,,1934,"A tan softcover book with black lettering and a sketch of a mink; it reads: Mink Trapping by A.R. Harding on  the cover. A instructional book on the methods of trapping mink. General information about minks, their habits etc. ",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 16A, Box Z",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-08,,,2017.38.2,"Book, Softcover",,,,,,Documentary Artifact,"Billberg, Dale & Elaine","6.75"" x 4.875"" tan softcover",,,A.R.Harding,,"Columbus, Ohio",Gift,09/08/2017,"Billberg, Dale & Elaine",,,,,,,,OK,"Swanson, Edie",2017-09-08,"book
softcover
instructional
trapping
mink","book
softcover
instructional
trapping
mink",,,,,,,,Mink Trapping,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-22T14:16:04,Unknown,,false,,7399A2B1-3FE2-461A-85FC-774416023455
2017.38,0.00,,,,,,"Swanson, Edie",2017-09-08,,Dale & Elaine Billberg,,,,,,0,Ella M. Powers,,0.00,0.00,,1910,A small red hardcover book with little plays for children to perform . The book's cover has a black border and design with black lettering that reads: Dramatic Reader+ Dialogues for Little Folks+ Powers+ Educational publishing Company.,,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 12A, Box Textbooks",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-08,,,2017.38.3,"Book, Hardcover",,,,,,Documentary Artifact,,"5.125"" x 7.5"" red fabric hardcover",,,Educational Publishing Company,,Boston,Gift,09/08/2017,"Billberg, Dale & Elaine",,,,,,,,OK,"Swanson, Edie",2017-09-08,,,,,,,,,,"Little Dialogues
for Little Folks",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:11:52,Unknown,,false,,7D238722-7B5F-4A74-B89D-454022241053
2017.38,0.00,,,,,,"Swanson, Edie",2017-09-08,"T&E For Materials
Food Processing T&E",Dale & Elaine Billberg,2017-09-08,"Swanson, Edie",Fair,,,0,Marion Harland,,0.00,0.00,,1906,"An olive green fabric hardcover cookbook containing thousands of proved recipes, care & management of the home & her lif's experience.",,0,,,0,,,,,,,,,4: T&E For Materials,"Archive RM, SH 27A, Box D, Cookbooks",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-08,,,2017.38.5,Cookbook,,,,,,Food Processing T&E,"Billberg, Dale & Elaine","8.25"" x 6"" olive green fabric hardcover",,,The Bobbs-Merrill Company,,Indianapolis,Gift,09/08/2017,"Billberg, Dale & Elaine",,,,,,,,OK,"Swanson, Edie",2017-09-08,"cookbook
recipes","cookbook
recipes
",,,,,,,,Marion Harland's Complete Cook Book,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-05-18T15:31:03,Unknown,,false,,EFB5FDDE-17AB-4B9A-B2D6-047547783410
2017.38,0.00,,,,,,"Swanson, Edie",2017-09-08,"Communiation Artifact
Ceremonial Artifact",Dale & Elaine Billberg,2017-09-08,"Swanson, Edie",Fair,,,0,Elizabeth Adams,,0.00,0.00,,1914,An olive green colored cardstock covered song book that contains Mother Goose songs the children love.,,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 12A, Textbooks",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-08,,,2017.38.6,Song Book,,,,,,Ceremonial Artifact,"Billberg, Dale & Elaine","8.875"" x 1.375"" cardstock cover",,,Lloyd Adams Noble,,New York,Gift,09/08/2017,"Billberg, Dale & Elaine",,,,,,,,OK,"Swanson, Edie",2017-09-08,"song
book
music
children","song
book
music
children",,,,,,,,Mother Goose Songs My children love,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-01-30T12:05:00,Unknown,,false,,3169EEB9-BCFD-4ABC-92B7-258574265149
2017.37,0.00,,,,,,"Swanson, Edie",2017-09-12,"Communication Artifact
Documentary Arrtifact",Roy & Lois (Kveen) Losse,2017-09-12,"Swanson, Edie",Good,,,0,S.M.  Miller,,0.00,0.00,,1928,"A religious book of meditations on christian experiences based on the gospel by John; titled Life in His Name. It has a brown and tan hardcover with gold lettering. It has by signed by the author, S.M. Miller
Inside the book is 5 Gospel Tracts; The 7 Facts of Life , It is Prayer Time in America and 3copies of The Pestilent Tongue. also a Christmes card .",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 23A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-12,,,2017.37.14,"Book, Religious",,,,,,Documentary Artifact,"Losse, Roy & Lois (Kveen)","7.5"" x 5.25"" brown & tan hardcover",,,Augustana Book Concern,,"Rock Island, Ill.",Donation,09/05/2017,"Losse, Roy & Lois (Kveen)",,,,,,,,OK,"Swanson, Edie",2017-09-12,"book
religious
meditations","book
religious
meditations",,,,,,,,Life in His Name,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-05-03T09:35:29,Unknown,,false,,18A1326F-EE8D-465E-8F59-678677161567
2017.37,0.00,,,,,,"Swanson, Edie",2017-09-12,"Communication Artifact
Documentary Artifact",Roy & Lois (Kveen) Losse,2017-09-12,"Swanson, Edie",Good,,,0,The Gideon International,,0.00,0.00,,1960,"A religious book, The New Testament-El Nuevo Testamento in spanish & english  language. It has a blue softcover with gold lettering.",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 23A",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-12,,,2017.37.15,"Book, Religious",,,,,,Documentary Artifact,"Losse, Roy & Lois (Kveen)","5.25"" x 7.5"" blue softcover",,,National Publishing Co,,"Philadelphia, PA",Donation,09/05/2017,"Losse, Roy & Lois (Kveen)",,,,,,,,OK,"Swanson, Edie",2017-09-12,"book
religious
New
Testament","book
religious
New
Testament",,,,,,,,"El Nuevo Testamento
Espanole e Ingles",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-05-03T09:35:57,Unknown,,false,,CD2CBBF7-0622-486D-AFFF-740066704450
2017.1,0.00,,,,,,"Swanson, Edie",2017-09-19,"ommunication Artifact
Documentary Artifact",Alvin Johnson,2017-09-19,"Swanson, Edie",Excellent,,,0,Alvin Johnson,,0.00,0.00,,1996,A blue hardcover book with a paper jacket cover written by Alvin Johnson and donated by him. on the paper jacket is the title and a colored picture of seven guys on the ice; apparently ice fishing. on the back of the jacket is a colored picture of Alvin Johnson standing by a little tug named Little Toot.,,0,,,0,,,,,,,,,8: Communication Artifact,"Research RM, Book Case 1, SH -3",2,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-09-19,,,2017.1.564,"Book, Hardcover",,,,,,Documentary Artifact,"Johnson, Alvin","blue hardcover with paper jacket. 6.25"" x 9.375""",,,Lakewood Publishiing Co.,,"Warroard, MN",Donation,,Unknown,,,,,,,,OK,"Swanson, Edie",2017-09-19,"book
hardcover
jacket
fishing
Lake-of the Woods","book
hardcover
jacket
fishing
Lake-of the Woods",,,,,,,,A Time to Fish & A Time to Dry Nets,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-03-12T16:02:03,Unknown,,false,,3AD75CF3-BB24-40A0-9E94-158583419223
2017.1,0.00,,,,,,"Swanson, Edie",2017-10-13,"Communication Artifact
Documentary Artifact",Roseau Community School,2020-03-20,"Swanson, Edie",Fair,,,0,Eddy E. Billberg,,0.00,0.00,,1930,"""The War Cry Of The Sioux, A historical Romance From The Sioux Outbreak Of 1862",,0,,Siouz Outbreak of 1862,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves 4-1",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,Never,2020-03-20,,,2017.1.587,"Book, Hardcover",,,,46-10H-201,,Documentary Artifact,"Roseau Community Schools
Billberg, Eddy & Bergit (Tveit)","6"" x 8"" reddish brown hardcover
no spine binding
162 pages",,,Christopher Publishing House,,"Boston, MA, USA",Donation,,Unknown,,,,,,,,OK,"Wojahn, Linda",2020-03-20,"book
hardcover
Eddy 
Billberg
war
cry
Sioux
historical
romance
outbreak
1862","book
hardcover
Eddy 
Billberg
war
cry
Sioux
historical
romance
outbreak
1862
",,,,,,,,"""The War Cry Of The Sioux, A historical Romance From The Sioux Outbreak Of 1862",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-03-20T12:14:38,Unknown,,false,,5E21EFFF-0F92-4C1B-B7F3-032883293640
2017.1,0.00,,,,,,"Swanson, Edie",2017-10-13,"Communication Artifact
Documentary Artifact",Eddy Billberg,2017-10-13,"Swanson, Edie",Fair,,,0,Eddy E. Billberg,,0.00,0.00,,1927,"""In the Land of the Chippewa"", contains a map of the area, chapter on the the 3rd US Infantry, Chief Bemidji and pictures.",,0,,The Last Indian Outbreak in America,0,,,,,,,,,8: Communication Artifact,"Research Rm, Book Shelves 4-1",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-10-13,,,2017.1.588,"Book, Softcover",,,,,,Documentary Artifact,"Billberg, Eddy & Bergit (Tveit)","6"" x 9"" grayish green colored softcover book
126 pages",,,Syndicate Printing Company,,"Minneapolis, MN",Donation,,Unknown,,,,,,,,OK,"Wojahn, Linda",2020-03-20,"book
softcover
land
Chippewa
last
Indian
outbreak
America
map
Cass Lake
Leech Lake
Bemidji
MN","book
softcover
land
Chippewa
last
Indian
outbreak
America
map
Cass Lake
Leech Lake
Bemidji
MN",,,,,,,,"In the Land of the Chippewa
A True Blue Story of the Last Indian Outbreak in America",,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2020-03-20T12:14:49,Unknown,,false,,E3CF6667-B439-4E85-995F-451751181800
2017.15,0.00,,,,,,"Swanson, Edie",2017-10-30,"Recreational Artifacts
Toy",Gary & Michelle Slater,2017-10-30,"Swanson, Edie",Fair,,,0,,,0.00,0.00,,1956,"A softcover nursery rhyme book with a picture of Miss Muffet , cat,  tuffet and the spider on the front cover.",,0,,,0,,,,,,,,,9: Recreational Artifacts,"Archive RM, SH 9A, Box Q",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-10-30,,,2017.15.36,Book,,,,,,Toy,"Slater, Gary & Michelle","8"" x 6.25"" paper bound with cord",,,Rand McNally & Company,,Chicago,Donation,04/28/2017,"Slater, Gary & Michelle",,,,,,,,OK,"Swanson, Edie",2017-10-30,"book
children's
nursery
rhymes","book
children's
nursery
rhymes",,,,,,,,Little Miss Muffet & Other Nursery Rhymes,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-30T14:15:59,,,false,,CE03220A-FA67-44F6-B28C-071739261216
2017.15,0.00,,,,,,"Swanson, Edie",2017-10-30,"Recreational Artifacts
Toy",Gary & Michelle Slater,2017-10-30,"Swanson, Edie",Fair,,,0,Daphne Doward Hogstrom,,0.00,0.00,,1975,A small hardcover book with a girl on a telephone on the front cover.,,0,,,0,,,,,,,,,9: Recreational Artifacts,"Archive RM, SH 9A, Box Q",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-10-30,,,2017.15.37,Book,,,,,,Toy,"Slater, Gary & Michelle","6.375"" x 4.75"" hardcover",,,Rand Mc Nally & Company,,Chicago,Donation,04/28/2017,"Slater, Gary & Michelle",,,,,,,,OK,"Swanson, Edie",2017-10-30,"book
hardcover
child's","book
hardcover
child's
",,,,,,,,My Magic Telephone,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-30T14:16:19,,,false,,FEBF3C84-56C3-49FF-8797-294815425018
2017.15,0.00,,,,,,"Swanson, Edie",2017-10-30,"Communication Artifact
Documentary Artifact",Gary & Michelle Slater,2017-10-30,"Swanson, Edie",Fair,,,0,Dr. Bernard J. Garn,,0.00,0.00,,1959,"A hardcover book with a picture of a dentist,a nurse, a boy & a girl in the dentist office.  It tell what happens when teeth need to be filled or pulled.",,0,,,0,,,,,,,,,8: Communication Artifact,"Archive RM, SH 9A, Box Q",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2017-10-30,,,2017.15.38,"Book, Hardcover",,,,,,Documentary Artifact,"Slater, Gary & Michelle","8.125"" x 6.25"" hardcover",,,Wonder Books,,New York,Donation,04/28/2017,"Slater, Gary & Michelle",,,,,,,,OK,"Swanson, Edie",2017-10-30,"book
hardcover
children's","book
hardcover
children's",,,,,,,,A Visit to the Dentist,,,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2017-10-30T14:16:45,,,false,,3F5A3288-33D5-4877-A9F2-860838558805
2018.2,0.00,,,,,,"Swanson, Edie",2018-01-03,"T&E For Communication
Visual Communication T&E","Norfarm Seeds, Inc.",2018-01-03,"Swanson, Edie",Fair,,,0,,,0.00,0.00,,1940,A black colored paper covered dictionary with pages edged in red; there is gold lettering on the front & spine of the book; it reads: The Modern Webster Dictionary with Atlas of the World. Inside it has colored maps of the countries of the world + Metric System of Weights & Measures+ Dictionary of Radio Words & Terms + Dictionary of the Automobile + National parks of the United States + State Flowers etc. along with the word dictionary.,,0,,,0,,,,,,,,,6: T&E For Communication,"Archive RM, SH 23A, Box 2",1,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,2018-01-03,,,2018.2.1,Dictionary,,,,,,Visual Communication T&E,"Norfarm Seeds, Inc.","8"" x 5.2"" x 1.25' black paper bound book",,,The World Publishing Company,,"Cleveland, Ohio",Donation,01/02/2018,"Norfarm Seeds, Inc.",,,,,,,,OK,"Swanson, Edie",2018-01-03,"dictionary
Webster","dictionary
Webster",,,,,,,,"The Modern Webster Dictionary
with Atlas of the World","For Home and School
Self-pronouncing",,,,,,,,,,,0,0.00,0.00,0.000,0.000,,,,,,,,,,,,,,2018-01-03T09:54:53,,,false,,F023D6E2-2EDE-4C1D-813E-241495080700
,0,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,0,,,,,,,,,,,0,,,,,,0.00,,,,,,0,0,,,,,,0,,,,,,,0,,,,,Default Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                        ,,,,,,,,,,,0,0,0.00,0.000,0.000,,,,,,,,,0.000,0.000,,,,,,,false,,4DFC22E2-B772-4E66-A501-761293768442
2018.1,0,,,,,,"Swanson, Edie",2018-03-22,"Communication Artifact
Documentary Artifact",Unknown,2018-03-22,"Swanson, Edie",Fair,,,0,James E. Kelly ,,0,0,,1991,A softcover book covering ninety years of tournament history of Minnesota Golf.,,1901,,,0,,,,,,,,,8: Communication Artifact,,0,,,,,,0.00,,,,,,0,1991,,,,,,0,,,,,,,0,,2018-03-22,,,2018.1.49,"Book, Softcover",,,,,,Documentary Artifact,Unknown,"9"" x 6"", softcover, browns,greens, orange, paper",,,"MN. Golf Association , Inc",,"Edina, MN","Bequest,Collected by",,Unknown,,,,,,,,OK,"Swanson, Edie",2018-03-22,"book
softcover
golf
tournament
history
Minnesota","book
softcover
golf
tournament
history
Minnesota",,,,,,,,"Minnesota Golf
Ninety years of Tournament History
1901-1991
MGA",,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,2021-06-28T11:03:28,Unknown,,false,,EDBA0A43-952F-4243-BC1B-283568542470
